response_id,customer_id,survey_date,overall_satisfaction,product_quality,customer_service,value_for_money,would_recommend,nps_score,comments
1568,10511,2024-01-16,Satisfied,3,1,4,No,1.0,Could be better
1569,11716,2024-05-15,Satisfied,5,3,3,No,1.0,
1570,10828,2024-04-08,Very Dissatisfied,2,3,2,Yes,0.0,Good
1571,11283,2024-04-17,Very Satisfied,3,1,3,Yes,10.0,Could be better
1572,10504,2024-05-30,Very Satisfied,2,5,2,Yes,7.0,Could be better
1573,11845,2024-06-13,Dissatisfied,1,1,4,No,0.0,Could be better
1574,10219,2024-04-19,Neutral,1,4,1,Yes,4.0,Average
1575,11546,2024-01-19,Very Satisfied,3,1,5,Yes,6.0,
1576,10173,2024-03-21,Very Dissatisfied,5,1,5,Yes,0.0,Could be better
1577,11250,2024-02-08,Satisfied,2,4,5,Yes,8.0,Could be better
1578,10492,2024-04-18,Neutral,2,1,4,No,6.0,
1579,10802,2024-02-29,Very Dissatisfied,1,2,2,Yes,8.0,Average
1580,10476,2024-06-14,Neutral,2,1,2,Yes,6.0,Average
1581,10136,2024-03-18,Dissatisfied,2,4,4,No,4.0,Great!
1582,10084,2024-05-08,Very Dissatisfied,5,3,1,Yes,0.0,Average
1583,11974,2024-05-16,Satisfied,3,4,5,No,10.0,Great!
1584,11811,2024-01-12,Dissatisfied,3,4,4,Yes,9.0,
1585,11397,2024-03-27,Satisfied,4,3,2,No,10.0,Could be better
1586,10553,2024-03-19,Very Dissatisfied,2,2,2,No,6.0,Great!
1587,11858,2024-06-18,Neutral,3,2,3,No,0.0,Great!
1588,11406,2024-05-13,Dissatisfied,3,2,3,Yes,5.0,Great!
1589,10130,2024-03-16,Very Dissatisfied,4,5,4,No,6.0,Great!
1590,11356,2024-05-23,Dissatisfied,1,1,5,No,3.0,Average
1591,11349,2024-02-27,Very Satisfied,5,3,5,Yes,9.0,Average
1592,10294,2024-06-18,Very Dissatisfied,4,3,4,Yes,10.0,
1593,10612,2024-03-09,Very Dissatisfied,3,1,2,Yes,10.0,
1594,11222,2024-01-16,Neutral,1,4,3,No,0.0,Great!
1595,11427,2024-06-26,Dissatisfied,5,2,1,No,5.0,Could be better
1596,10287,2024-06-15,Satisfied,4,1,2,No,2.0,
1597,10602,2024-02-25,Very Dissatisfied,4,4,3,Yes,5.0,
1598,11516,2024-04-28,Neutral,4,5,2,No,7.0,Average
1599,11100,2024-05-08,Dissatisfied,2,3,3,Yes,3.0,Average
1600,11651,2024-04-14,Dissatisfied,4,1,2,No,1.0,Could be better
1601,10870,2024-01-04,Very Dissatisfied,2,3,2,No,4.0,
1602,11560,2024-05-13,Satisfied,2,3,4,No,2.0,Good
1603,10387,2024-04-28,Dissatisfied,3,1,1,No,3.0,Could be better
1604,10752,2024-03-09,Very Dissatisfied,3,2,4,Yes,9.0,Great!
1605,10491,2024-06-18,Satisfied,5,4,3,No,2.0,
1606,10242,2024-05-05,Very Satisfied,5,2,2,Yes,5.0,Average
1607,11688,2024-03-08,Dissatisfied,2,4,5,No,0.0,
1608,11370,2024-02-14,Satisfied,5,2,4,Yes,8.0,Could be better
1609,11207,2024-04-17,Neutral,3,4,3,No,6.0,
1610,10025,2024-06-20,Very Dissatisfied,3,5,4,No,0.0,Great!
1611,10201,2024-03-19,Dissatisfied,4,4,3,Yes,5.0,Good
1612,10999,2024-03-05,Very Dissatisfied,2,4,4,No,10.0,
1613,11782,2024-04-07,Very Dissatisfied,2,4,3,Yes,5.0,Average
1614,10649,2024-01-29,Neutral,1,1,3,No,7.0,Could be better
1615,10035,2024-06-28,Very Satisfied,3,3,3,No,7.0,
1616,10057,2024-01-17,Very Satisfied,1,1,4,Yes,8.0,Great!
1617,11331,2024-04-25,Very Dissatisfied,2,1,4,No,2.0,
1618,11193,2024-04-11,Very Dissatisfied,5,2,5,Yes,1.0,Good
1619,10387,2024-06-24,Very Dissatisfied,1,5,1,Yes,2.0,
1620,10315,2024-02-22,Neutral,4,5,1,Yes,2.0,Great!
1621,10089,2024-01-10,Very Dissatisfied,3,5,1,No,10.0,Great!
1622,10600,2024-05-12,Neutral,2,2,1,No,9.0,Average
1623,11758,2024-04-26,Very Satisfied,3,4,5,Yes,2.0,Could be better
1624,11004,2024-02-16,Very Satisfied,3,3,3,No,0.0,Great!
1625,10868,2024-05-11,Neutral,2,5,2,Yes,8.0,Average
1626,10514,2024-06-14,Very Dissatisfied,2,1,1,Yes,10.0,
1627,10827,2024-01-01,Very Satisfied,3,5,4,No,3.0,Average
1628,11506,2024-06-29,Very Dissatisfied,1,5,2,No,7.0,Good
1629,11261,2024-01-04,Very Dissatisfied,5,3,2,Yes,6.0,
1630,10578,2024-05-23,Very Satisfied,1,5,3,No,6.0,
1631,10980,2024-02-21,Satisfied,1,2,5,No,4.0,Average
1632,10225,2024-06-16,Satisfied,1,3,1,Yes,7.0,Could be better
1633,11421,2024-06-23,Very Dissatisfied,2,2,5,Yes,1.0,Average
1634,10123,2024-03-16,Satisfied,5,2,3,No,4.0,Good
1635,10070,2024-01-15,Very Dissatisfied,3,3,2,No,,
1636,11723,2024-05-15,Satisfied,2,2,3,No,1.0,Could be better
1637,10312,2024-01-29,Very Satisfied,2,5,3,No,0.0,
1638,11880,2024-01-29,Very Dissatisfied,3,4,2,Yes,3.0,Good
1639,11360,2024-01-14,Neutral,5,3,5,No,0.0,Could be better
1640,11209,2024-05-29,Neutral,1,1,1,Yes,4.0,Great!
1641,11007,2024-01-18,Dissatisfied,3,4,1,No,,
1642,10230,2024-04-13,Very Satisfied,4,4,4,No,0.0,Good
1643,10067,2024-02-09,Very Satisfied,1,5,1,No,5.0,
1644,11286,2024-04-06,Dissatisfied,1,2,4,Yes,3.0,Good
1645,11632,2024-05-18,Very Satisfied,5,2,3,No,10.0,Great!
1646,10939,2024-06-13,Satisfied,2,2,2,Yes,10.0,Great!
1647,11264,2024-01-16,Very Dissatisfied,3,3,5,Yes,6.0,
1648,10945,2024-01-11,Neutral,3,1,3,Yes,8.0,Average
1649,11427,2024-06-01,Neutral,4,2,2,No,0.0,
1650,10759,2024-05-28,Neutral,3,4,5,Yes,6.0,Great!
1651,10404,2024-03-18,Satisfied,1,4,1,No,3.0,
1652,11735,2024-05-13,Very Dissatisfied,1,1,5,No,10.0,Could be better
1653,10874,2024-01-13,Very Dissatisfied,2,5,2,Yes,4.0,Great!
1654,11223,2024-03-13,Very Dissatisfied,4,1,4,Yes,1.0,Good
1655,10070,2024-06-12,Very Dissatisfied,5,1,5,No,0.0,
1656,10038,2024-01-09,Neutral,1,4,3,No,2.0,
1657,11606,2024-01-07,Very Dissatisfied,2,2,4,Yes,1.0,
1658,11247,2024-06-05,Very Dissatisfied,2,3,2,Yes,7.0,
1659,11337,2024-02-12,Very Dissatisfied,2,5,3,No,8.0,
1660,10361,2024-02-20,Neutral,4,3,4,No,9.0,Could be better
1661,10821,2024-06-13,Dissatisfied,2,1,5,No,5.0,Could be better
1662,10582,2024-01-10,Neutral,3,5,1,No,6.0,Could be better
1663,10137,2024-03-06,Neutral,2,2,3,Yes,6.0,Average
1664,11806,2024-05-03,Very Satisfied,2,2,5,Yes,7.0,
1665,11798,2024-02-19,Dissatisfied,5,3,2,No,3.0,Average
1666,10359,2024-05-08,Neutral,5,1,2,No,5.0,Average
1667,10243,2024-05-22,Very Satisfied,1,2,5,No,1.0,Could be better
1668,10021,2024-03-22,Very Satisfied,4,1,1,Yes,5.0,Great!
1669,10484,2024-03-06,Dissatisfied,2,2,4,No,7.0,Great!
1670,10855,2024-05-18,Satisfied,1,5,1,Yes,4.0,Average
1671,10504,2024-04-21,Neutral,1,4,2,Yes,10.0,Average
1672,11560,2024-06-05,Neutral,2,1,2,Yes,5.0,Good
1673,10248,2024-01-08,Dissatisfied,1,3,1,No,1.0,Great!
1674,10640,2024-02-14,Neutral,1,1,4,No,7.0,Average
1675,11656,2024-01-09,Very Satisfied,4,2,5,Yes,7.0,
1676,10701,2024-02-19,Satisfied,2,5,2,Yes,5.0,
1677,11093,2024-05-10,Satisfied,3,3,5,No,8.0,Great!
1678,11899,2024-01-18,Neutral,2,4,3,No,3.0,Average
1679,11715,2024-02-29,Very Dissatisfied,4,4,4,Yes,3.0,
1680,10160,2024-01-07,Very Satisfied,4,1,4,No,9.0,Good
1681,10757,2024-03-10,Neutral,3,1,1,No,4.0,Average
1682,10718,2024-01-14,Satisfied,3,5,5,Yes,5.0,Average
1683,10740,2024-01-18,Satisfied,1,1,2,Yes,8.0,Good
1684,11312,2024-02-22,Neutral,5,1,2,Yes,6.0,
1685,10198,2024-03-31,Dissatisfied,2,2,3,No,3.0,Could be better
1686,11357,2024-04-26,Very Dissatisfied,3,2,4,No,10.0,Average
1687,11839,2024-04-29,Dissatisfied,2,1,3,Yes,3.0,Average
1688,10706,2024-06-16,Neutral,4,5,4,Yes,2.0,Average
1689,10967,2024-02-01,Very Satisfied,5,4,4,Yes,4.0,Could be better
1690,11380,2024-04-30,Very Satisfied,3,4,2,No,6.0,Average
1691,10524,2024-04-05,Very Dissatisfied,3,1,3,Yes,1.0,Great!
1692,11428,2024-06-08,Dissatisfied,4,2,4,No,0.0,Could be better
1693,11651,2024-01-25,Dissatisfied,2,2,4,Yes,9.0,Could be better
1694,11366,2024-05-18,Neutral,2,2,2,No,5.0,Could be better
1695,10867,2024-05-31,Satisfied,5,2,1,Yes,4.0,Average
1696,11655,2024-02-04,Dissatisfied,4,3,1,Yes,2.0,Average
1697,10917,2024-03-07,Dissatisfied,2,3,5,Yes,9.0,Good
1698,10276,2024-02-24,Neutral,3,4,2,Yes,5.0,
1699,10997,2024-04-06,Dissatisfied,5,4,5,Yes,6.0,Great!
1700,10464,2024-01-10,Very Dissatisfied,5,4,2,No,4.0,Could be better
1701,10963,2024-02-20,Very Satisfied,5,2,1,No,4.0,Average
1702,11133,2024-01-05,Satisfied,5,4,4,Yes,8.0,Could be better
1703,11677,2024-05-27,Neutral,5,3,2,No,0.0,
1704,10643,2024-04-17,Dissatisfied,1,4,3,No,1.0,Good
1705,11452,2024-01-06,Neutral,1,5,2,No,1.0,Great!
1706,10405,2024-01-06,Neutral,1,5,3,No,6.0,
1707,11975,2024-02-06,Very Dissatisfied,1,5,1,No,5.0,Could be better
1708,10827,2024-02-25,Neutral,3,1,4,Yes,1.0,
1709,11412,2024-04-02,Very Satisfied,3,3,1,No,2.0,Average
1710,10195,2024-02-11,Very Dissatisfied,4,5,5,No,3.0,
1711,11571,2024-06-18,Very Satisfied,2,4,4,No,2.0,Good
1712,11585,2024-05-07,Very Satisfied,4,4,1,Yes,6.0,
1713,11844,2024-02-14,Dissatisfied,5,2,5,No,4.0,Good
1714,11952,2024-04-28,Very Dissatisfied,5,3,4,No,7.0,
1715,10697,2024-03-21,Very Satisfied,1,1,5,Yes,8.0,Could be better
1716,10750,2024-03-26,Dissatisfied,1,1,4,No,0.0,Could be better
1717,10938,2024-02-08,Dissatisfied,3,1,5,Yes,2.0,Good
1718,11010,2024-03-28,Dissatisfied,2,2,2,No,4.0,
1719,11722,2024-03-03,Neutral,1,3,5,Yes,,Could be better
1720,10622,2024-04-18,Very Dissatisfied,1,3,4,No,3.0,Great!
1721,11370,2024-04-07,Very Satisfied,5,5,2,Yes,0.0,
1722,11263,2024-02-16,Neutral,3,2,1,No,8.0,Could be better
1723,11621,2024-05-08,Dissatisfied,5,3,5,Yes,7.0,Great!
1724,10717,2024-06-03,Very Satisfied,3,3,5,No,8.0,Average
1725,11948,2024-02-12,Dissatisfied,5,4,1,No,4.0,
1726,11957,2024-03-12,Very Dissatisfied,2,4,5,No,4.0,Good
1727,10351,2024-05-29,Very Satisfied,4,1,2,No,5.0,Average
1728,11941,2024-04-15,Very Dissatisfied,5,2,5,No,5.0,
1729,10261,2024-03-03,Very Dissatisfied,5,1,1,Yes,3.0,
1730,11297,2024-01-04,Dissatisfied,5,2,1,Yes,2.0,Good
1731,11610,2024-06-13,Satisfied,5,3,4,Yes,6.0,Good
1732,10188,2024-05-22,Very Satisfied,3,1,3,No,6.0,Good
1733,10310,2024-04-07,Neutral,3,2,5,No,,
1734,11660,2024-06-07,Neutral,3,3,1,No,1.0,Great!
1735,11219,2024-03-20,Satisfied,2,5,5,No,3.0,
1736,10615,2024-02-09,Dissatisfied,1,1,4,Yes,8.0,Great!
1737,10016,2024-05-12,Dissatisfied,3,3,1,No,4.0,Average
1738,10816,2024-02-27,Very Dissatisfied,2,1,5,Yes,1.0,Could be better
1739,10750,2024-01-11,Very Dissatisfied,1,5,2,No,8.0,
1740,10441,2024-01-20,Satisfied,2,3,2,Yes,1.0,Good
1741,11579,2024-06-23,Dissatisfied,4,5,1,Yes,9.0,
1742,10063,2024-05-08,Very Dissatisfied,5,1,2,No,2.0,Could be better
1743,10863,2024-01-12,Very Satisfied,2,2,5,Yes,8.0,Average
1744,11506,2024-01-14,Very Dissatisfied,2,5,1,Yes,1.0,Good
1745,10802,2024-04-14,Very Dissatisfied,4,3,5,No,1.0,Could be better
1746,10244,2024-05-25,Very Satisfied,2,5,4,Yes,2.0,Average
1747,10947,2024-02-22,Neutral,5,1,2,No,5.0,
1748,10773,2024-05-25,Neutral,4,4,3,No,4.0,Average
1749,10390,2024-03-15,Satisfied,3,3,5,No,8.0,Average
1750,11895,2024-01-09,Very Dissatisfied,3,5,2,No,3.0,
1751,11686,2024-04-28,Dissatisfied,3,1,3,No,7.0,
1752,10327,2024-04-12,Very Satisfied,5,1,1,No,7.0,Good
1753,10519,2024-06-06,Dissatisfied,2,2,4,No,3.0,
1754,10697,2024-05-20,Dissatisfied,4,3,2,No,3.0,Average
1755,10299,2024-01-18,Very Satisfied,3,2,5,Yes,9.0,Good
1756,10864,2024-04-19,Very Satisfied,3,2,1,Yes,4.0,Average
1757,11242,2024-01-02,Neutral,4,2,3,No,10.0,Good
1758,10085,2024-06-04,Very Satisfied,3,3,5,Yes,3.0,
1759,11539,2024-03-17,Satisfied,1,3,2,No,2.0,
1760,10043,2024-05-04,Very Satisfied,5,4,5,No,2.0,Could be better
1761,10040,2024-04-14,Very Dissatisfied,3,3,5,Yes,2.0,Good
1762,11917,2024-05-14,Dissatisfied,5,5,2,No,0.0,
1763,11526,2024-06-21,Very Satisfied,5,2,5,No,0.0,Great!
1764,10491,2024-06-07,Satisfied,2,4,4,Yes,9.0,Good
1765,11782,2024-06-11,Satisfied,1,2,2,Yes,9.0,
1766,11031,2024-04-05,Very Dissatisfied,3,1,2,Yes,10.0,Could be better
1767,10920,2024-01-21,Very Satisfied,5,1,5,No,6.0,Average
1768,10362,2024-04-05,Dissatisfied,1,5,2,Yes,0.0,Great!
1769,11496,2024-01-01,Satisfied,3,5,2,Yes,5.0,Could be better
1770,11126,2024-05-15,Dissatisfied,1,5,3,Yes,6.0,
1771,11634,2024-02-11,Neutral,3,1,5,No,5.0,Great!
1772,10891,2024-04-30,Dissatisfied,4,3,5,Yes,10.0,Average
1773,11316,2024-01-15,Neutral,1,4,1,No,9.0,Good
1774,10614,2024-02-26,Neutral,5,5,5,Yes,0.0,Good
1775,11469,2024-06-27,Satisfied,1,3,4,Yes,10.0,Could be better
1776,11712,2024-05-13,Satisfied,1,2,1,Yes,,Could be better
1777,10849,2024-01-21,Neutral,5,1,3,Yes,1.0,Good
1778,11636,2024-01-11,Neutral,2,4,1,No,1.0,
1779,10119,2024-02-06,Satisfied,5,3,4,No,,
1780,11249,2024-03-03,Neutral,3,4,3,Yes,0.0,
1781,11187,2024-05-16,Satisfied,5,2,1,Yes,1.0,Could be better
1782,10651,2024-02-25,Very Satisfied,4,4,3,Yes,9.0,Could be better
1783,10856,2024-01-05,Very Satisfied,4,2,4,No,1.0,Average
1784,10042,2024-02-09,Neutral,5,2,4,Yes,6.0,
1785,10680,2024-03-20,Satisfied,1,3,1,No,2.0,Could be better
1786,10263,2024-04-25,Very Satisfied,3,1,1,Yes,10.0,Good
1787,10278,2024-04-18,Neutral,5,3,2,No,0.0,Could be better
1788,10050,2024-05-14,Neutral,1,2,3,No,9.0,Could be better
1789,10615,2024-02-28,Neutral,3,1,1,Yes,3.0,Great!
1790,11977,2024-03-25,Very Dissatisfied,1,4,5,No,7.0,Good
1791,10832,2024-05-26,Satisfied,2,3,3,Yes,3.0,Great!
1792,10960,2024-04-29,Dissatisfied,3,4,5,Yes,4.0,Could be better
1793,10473,2024-04-25,Satisfied,3,3,3,Yes,7.0,Could be better
1794,10931,2024-05-15,Neutral,2,4,3,No,10.0,
1795,10410,2024-04-14,Dissatisfied,4,4,1,Yes,9.0,Could be better
1796,11597,2024-04-12,Neutral,4,3,4,No,7.0,Great!
1797,10528,2024-05-18,Very Dissatisfied,5,5,4,No,6.0,
1798,11045,2024-02-06,Neutral,3,4,3,Yes,8.0,Good
1799,11483,2024-02-06,Satisfied,1,5,4,No,6.0,
1800,11294,2024-06-17,Dissatisfied,2,1,5,No,9.0,Good
1801,11543,2024-06-21,Neutral,3,1,3,No,6.0,Good
1802,11991,2024-01-20,Dissatisfied,3,4,2,No,0.0,Average
1803,10569,2024-06-22,Very Dissatisfied,2,1,1,Yes,3.0,Great!
1804,11389,2024-05-12,Satisfied,5,5,1,Yes,6.0,Average
1805,11575,2024-03-05,Dissatisfied,2,4,2,Yes,1.0,
1806,10963,2024-04-21,Dissatisfied,5,1,3,Yes,3.0,Good
1807,11553,2024-02-06,Satisfied,5,2,4,Yes,4.0,
1808,10954,2024-05-12,Neutral,1,1,4,No,2.0,Average
1809,11019,2024-05-06,Satisfied,3,1,3,No,8.0,Great!
1810,11327,2024-03-20,Satisfied,4,1,2,Yes,2.0,
1811,11253,2024-04-29,Very Dissatisfied,4,3,4,Yes,4.0,Average
1812,11778,2024-02-07,Very Satisfied,3,5,4,Yes,5.0,Good
1813,11540,2024-03-15,Very Satisfied,3,4,3,Yes,9.0,Average
1814,10660,2024-04-24,Very Satisfied,3,2,2,No,9.0,Great!
1815,11654,2024-06-15,Neutral,5,1,1,No,4.0,Average
1816,10127,2024-06-29,Dissatisfied,1,5,3,No,8.0,
1817,10464,2024-01-14,Satisfied,1,2,5,Yes,10.0,
1818,10258,2024-05-21,Very Satisfied,1,4,2,No,7.0,
1819,10729,2024-01-01,Very Dissatisfied,4,1,3,Yes,9.0,Average
1820,10442,2024-04-13,Very Satisfied,2,2,5,No,10.0,Could be better
1821,10967,2024-06-29,Very Satisfied,5,4,3,Yes,8.0,Average
1822,10221,2024-03-20,Very Dissatisfied,5,5,1,Yes,8.0,Could be better
1823,10998,2024-02-13,Neutral,3,3,5,No,0.0,
1824,11088,2024-02-25,Satisfied,1,3,5,Yes,1.0,Could be better
1825,10762,2024-05-25,Neutral,3,1,3,No,3.0,
1826,10237,2024-03-29,Very Dissatisfied,3,1,1,Yes,,Could be better
1827,11272,2024-01-26,Neutral,2,3,4,Yes,3.0,Good
1828,11179,2024-04-06,Satisfied,4,3,1,No,4.0,Great!
1829,11061,2024-06-21,Dissatisfied,5,5,4,Yes,7.0,Could be better
1830,10676,2024-05-07,Neutral,1,3,4,Yes,1.0,Good
1831,10797,2024-04-03,Neutral,2,4,5,No,7.0,
1832,11744,2024-02-29,Dissatisfied,2,2,5,No,4.0,Could be better
1833,10416,2024-06-01,Very Dissatisfied,5,2,3,No,10.0,Could be better
1834,10963,2024-01-14,Very Dissatisfied,1,1,2,No,6.0,
1835,11094,2024-06-11,Very Satisfied,3,2,5,No,2.0,Could be better
1836,11314,2024-03-21,Neutral,4,4,2,Yes,2.0,Could be better
1837,11747,2024-02-07,Neutral,1,2,5,Yes,4.0,
1838,11317,2024-05-11,Very Dissatisfied,2,5,4,Yes,1.0,
1839,10786,2024-03-15,Very Satisfied,2,3,5,No,9.0,Great!
1840,11974,2024-01-15,Dissatisfied,2,4,4,No,4.0,Great!
1841,10609,2024-03-28,Neutral,4,5,2,Yes,,
1842,10227,2024-05-02,Neutral,5,1,5,Yes,4.0,
1843,11198,2024-01-15,Very Satisfied,2,4,1,Yes,1.0,
1844,11421,2024-06-14,Satisfied,2,3,4,No,8.0,
1845,10125,2024-05-22,Very Dissatisfied,2,1,5,No,2.0,
1846,10494,2024-03-31,Neutral,4,1,3,Yes,7.0,Great!
1847,10628,2024-03-22,Neutral,4,2,4,No,1.0,Could be better
1848,11210,2024-03-19,Dissatisfied,4,1,3,No,8.0,Average
1849,11837,2024-03-24,Very Dissatisfied,1,2,1,No,0.0,
1850,10324,2024-05-15,Dissatisfied,1,3,3,No,1.0,Average
1851,11575,2024-06-20,Satisfied,2,5,2,Yes,6.0,Average
1852,10155,2024-02-23,Very Satisfied,5,3,2,No,8.0,Good
1853,10881,2024-05-05,Very Satisfied,3,4,2,No,2.0,Average
1854,11344,2024-05-29,Satisfied,1,1,5,No,4.0,Could be better
1855,10437,2024-02-26,Very Satisfied,3,3,2,Yes,3.0,Good
1856,10478,2024-04-01,Very Dissatisfied,5,5,4,Yes,9.0,
1857,11909,2024-05-15,Neutral,3,5,4,Yes,7.0,Average
1858,10788,2024-04-08,Very Dissatisfied,4,1,5,Yes,2.0,
1859,10240,2024-06-06,Dissatisfied,3,5,5,No,10.0,
1860,11173,2024-03-22,Very Dissatisfied,2,4,4,No,8.0,Great!
1861,11609,2024-04-30,Satisfied,4,3,1,No,4.0,
1862,11043,2024-06-27,Satisfied,4,2,4,Yes,8.0,
1863,10858,2024-05-12,Neutral,1,5,1,Yes,1.0,
1864,10643,2024-01-23,Neutral,4,4,5,No,2.0,
1865,10147,2024-05-08,Neutral,4,5,1,No,3.0,Could be better
1866,11890,2024-04-22,Neutral,2,4,3,Yes,9.0,Great!
1867,10760,2024-04-16,Dissatisfied,1,2,1,Yes,1.0,Good
1868,10283,2024-04-25,Neutral,4,4,3,No,2.0,
1869,11233,2024-03-03,Very Satisfied,3,5,5,Yes,1.0,Great!
1870,11418,2024-04-25,Very Satisfied,3,1,4,Yes,5.0,Could be better
1871,11616,2024-01-31,Very Satisfied,4,4,2,Yes,5.0,
1872,11956,2024-01-20,Neutral,3,3,1,No,7.0,Average
1873,11416,2024-06-24,Dissatisfied,1,5,3,No,8.0,Good
1874,10640,2024-01-25,Neutral,4,5,4,No,7.0,Average
1875,11418,2024-06-23,Very Satisfied,4,1,1,No,4.0,Great!
1876,10316,2024-03-07,Neutral,5,3,3,Yes,5.0,Average
1877,10415,2024-02-18,Neutral,5,4,2,No,0.0,Average
1878,11189,2024-01-31,Neutral,4,2,2,Yes,4.0,Could be better
1879,10306,2024-02-05,Satisfied,3,2,1,No,0.0,Great!
1880,11837,2024-03-23,Neutral,5,4,4,Yes,1.0,Average
1881,11225,2024-05-01,Very Satisfied,1,1,5,Yes,1.0,
1882,11205,2024-02-28,Very Satisfied,5,2,1,Yes,3.0,
1883,10359,2024-04-24,Very Satisfied,2,2,4,Yes,3.0,
1884,10335,2024-01-13,Satisfied,2,3,1,Yes,2.0,
1885,11350,2024-01-21,Dissatisfied,5,2,3,Yes,5.0,Could be better
1886,11220,2024-01-10,Very Satisfied,4,2,4,No,6.0,
1887,11496,2024-02-13,Dissatisfied,5,4,3,Yes,6.0,Average
1888,10488,2024-01-26,Very Satisfied,3,2,1,Yes,2.0,Could be better
1889,11868,2024-03-15,Very Dissatisfied,4,3,1,No,10.0,
1890,10456,2024-05-07,Satisfied,1,2,2,No,3.0,
1891,11284,2024-01-01,Dissatisfied,2,2,3,Yes,6.0,Good
1892,11101,2024-03-20,Satisfied,5,4,4,No,,Could be better
1893,10274,2024-04-17,Very Satisfied,3,4,5,No,,
1894,10725,2024-05-26,Dissatisfied,3,1,1,No,1.0,Could be better
1895,10807,2024-06-12,Very Dissatisfied,2,1,1,Yes,10.0,Good
1896,11509,2024-05-29,Dissatisfied,1,4,2,No,7.0,Average
1897,10003,2024-06-07,Neutral,5,2,4,No,2.0,Average
1898,11619,2024-01-04,Very Dissatisfied,1,2,2,Yes,2.0,Could be better
1899,11459,2024-05-28,Satisfied,4,2,3,No,1.0,Average
1900,10344,2024-05-19,Neutral,1,1,1,Yes,9.0,
1901,10036,2024-01-30,Dissatisfied,5,5,2,No,3.0,Average
1902,11468,2024-01-05,Satisfied,5,5,4,No,2.0,
1903,11827,2024-03-01,Very Dissatisfied,4,5,3,Yes,,Could be better
1904,10531,2024-03-30,Neutral,4,1,5,No,0.0,
1905,11536,2024-03-29,Very Satisfied,5,2,1,Yes,4.0,Average
1906,11111,2024-06-07,Satisfied,2,5,4,Yes,2.0,
1907,11983,2024-04-08,Very Satisfied,3,5,2,Yes,5.0,Could be better
1908,11724,2024-05-23,Very Dissatisfied,5,1,2,No,5.0,
1909,10863,2024-02-20,Satisfied,5,4,3,Yes,10.0,Great!
1910,10166,2024-03-09,Very Satisfied,2,2,2,No,8.0,
1911,11442,2024-01-23,Neutral,3,1,5,Yes,1.0,Great!
1912,10396,2024-04-09,Very Dissatisfied,3,4,5,Yes,7.0,Average
1913,10220,2024-01-01,Very Satisfied,1,3,3,Yes,4.0,Good
1914,11019,2024-03-25,Very Dissatisfied,4,1,5,No,2.0,Great!
1915,11289,2024-05-14,Dissatisfied,1,1,2,No,9.0,Great!
1916,10029,2024-02-06,Neutral,3,4,3,No,1.0,Average
1917,11087,2024-03-26,Very Satisfied,4,3,4,No,5.0,Could be better
1918,11801,2024-05-09,Satisfied,1,5,2,Yes,0.0,Average
1919,11634,2024-06-24,Very Dissatisfied,5,1,5,No,8.0,Good
1920,11120,2024-04-05,Satisfied,5,2,1,Yes,6.0,
1921,11951,2024-04-14,Satisfied,3,1,1,No,10.0,
1922,10214,2024-04-02,Very Satisfied,5,2,4,No,8.0,Great!
1923,10240,2024-02-28,Dissatisfied,1,2,2,No,2.0,Good
1924,11741,2024-05-30,Satisfied,1,2,5,Yes,5.0,Average
1925,10588,2024-03-10,Very Dissatisfied,1,1,1,No,2.0,Great!
1926,10512,2024-02-05,Dissatisfied,4,5,3,Yes,9.0,Could be better
1927,11932,2024-06-26,Satisfied,2,5,2,Yes,,Could be better
1928,10038,2024-06-03,Neutral,3,4,5,Yes,7.0,Great!
1929,10319,2024-02-20,Neutral,2,5,5,Yes,0.0,Average
1930,10175,2024-01-05,Very Dissatisfied,5,2,5,Yes,6.0,Great!
1931,10967,2024-04-07,Neutral,4,4,1,Yes,4.0,Good
1932,11452,2024-01-28,Very Satisfied,2,4,4,No,4.0,Average
1933,10839,2024-06-26,Very Satisfied,5,4,3,No,8.0,
1934,10124,2024-05-11,Very Satisfied,1,5,2,No,3.0,
1935,10105,2024-06-13,Very Dissatisfied,5,5,2,Yes,2.0,Good
1936,11673,2024-03-29,Very Dissatisfied,2,3,1,Yes,4.0,Good
1937,10581,2024-01-30,Dissatisfied,2,1,2,No,9.0,Average
1938,10523,2024-06-05,Satisfied,4,5,2,Yes,10.0,Could be better
1939,11868,2024-01-30,Very Satisfied,4,3,5,No,10.0,
1940,10765,2024-03-30,Satisfied,4,1,4,No,5.0,
1941,10894,2024-04-19,Satisfied,1,5,5,Yes,0.0,
1942,11294,2024-01-05,Very Dissatisfied,2,2,1,No,2.0,
1943,11371,2024-03-10,Dissatisfied,5,4,2,No,9.0,
1944,11689,2024-05-20,Very Dissatisfied,2,4,4,No,0.0,
1945,11783,2024-02-23,Neutral,1,4,4,Yes,5.0,Good
1946,10900,2024-02-04,Very Satisfied,1,2,3,No,8.0,Great!
1947,10565,2024-05-10,Very Satisfied,5,5,1,No,0.0,Great!
1948,11747,2024-04-17,Very Dissatisfied,4,5,2,No,5.0,Average
1949,10683,2024-03-09,Very Satisfied,1,3,5,Yes,10.0,Average
1950,11914,2024-02-08,Neutral,5,2,3,No,9.0,
1951,11580,2024-06-14,Neutral,5,2,3,Yes,8.0,
1952,11272,2024-01-05,Very Dissatisfied,4,2,2,Yes,6.0,Good
